#
#
# US Geological Survey, Water Resources Data
# retrieved: 2014-11-20 16:24:57 EST	(natwebcaas01)
#
# This file contains USGS Monthly Statistics
#
# Note:The statistics generated are based on approved daily-mean data and may not match those published by the USGS in official publications.
# The user is responsible for assessment and use of statistics from this site.
# For more details on why the statistics may not match, visit http://help.waterdata.usgs.gov/faq/about-statistics.
#
# Data heading explanations.
# agency_cd       -- agency code
# site_no         -- Site identification number
# parameter_cd    -- Parameter code
# station_nm      -- Site name
# loc_web_ds      -- Additional measurement description
#
# Data for the following 1 site(s) are contained in this file
# agency_cd   site_no      parameter_cd   station_nm (loc_web_ds)
# USGS        04116500     00060          FLAT RIVER AT SMYRNA, MI
#
# Explanation of Parameter Codes
# parameter_cd	Parameter Name
# 00060         Discharge, cubic feet per second
#
# Data heading explanations.
# year_nu     ... Calendar year for value.
# month_nu    ... Month for value.
# mean_va     ... Mean of daily mean values for this month.
# count_nu    ... Number of values used in the calculation.
#
agency_cd	site_no	parameter_cd	dd_nu	loc_web_ds	year_nu	month_nu	mean_va	count_nu
# 5s	15s	5s	3n	15s	4s	2s	12n	8n
USGS	04116500	00060	1		1966	12	675.7	31
USGS	04116500	00060	1		1967	1	600.6	31
USGS	04116500	00060	1		1967	2	458.2	28
USGS	04116500	00060	1		1967	3	648.3	31
USGS	04116500	00060	1		1967	4	1475	30
USGS	04116500	00060	1		1967	5	676.7	31
USGS	04116500	00060	1		1967	6	706.0	30
USGS	04116500	00060	1		1967	7	390.2	31
USGS	04116500	00060	1		1967	8	276.4	31
USGS	04116500	00060	1		1967	9	261.1	30
USGS	04116500	00060	1		1967	10	371.5	31
USGS	04116500	00060	1		1967	11	573.6	30
USGS	04116500	00060	1		1967	12	564.1	31
USGS	04116500	00060	1		1968	1	381.9	31
USGS	04116500	00060	1		1968	2	554.9	29
USGS	04116500	00060	1		1968	3	487.3	31
USGS	04116500	00060	1		1968	4	581.3	30
USGS	04116500	00060	1		1968	5	514.7	31
USGS	04116500	00060	1		1968	6	480.5	30
USGS	04116500	00060	1		1968	7	304.2	31
USGS	04116500	00060	1		1968	8	205.6	31
USGS	04116500	00060	1		1968	9	218.9	30
USGS	04116500	00060	1		1968	10	271.5	31
USGS	04116500	00060	1		1968	11	315.2	30
USGS	04116500	00060	1		1968	12	380.2	31
USGS	04116500	00060	1		1969	1	462.3	31
USGS	04116500	00060	1		1969	2	423.1	28
USGS	04116500	00060	1		1969	3	510.3	31
USGS	04116500	00060	1		1969	4	687.3	30
USGS	04116500	00060	1		1969	5	555.7	31
USGS	04116500	00060	1		1969	6	410.3	30
USGS	04116500	00060	1		1969	7	410.3	31
USGS	04116500	00060	1		1969	8	214.0	31
USGS	04116500	00060	1		1969	9	186.9	30
USGS	04116500	00060	1		1969	10	263.1	31
USGS	04116500	00060	1		1969	11	350.1	30
USGS	04116500	00060	1		1969	12	310.3	31
USGS	04116500	00060	1		1970	1	263.3	31
USGS	04116500	00060	1		1970	2	242.4	28
USGS	04116500	00060	1		1970	3	498.6	31
USGS	04116500	00060	1		1970	4	660.7	30
USGS	04116500	00060	1		1970	5	435.5	31
USGS	04116500	00060	1		1970	6	463.3	30
USGS	04116500	00060	1		1970	7	267.5	31
USGS	04116500	00060	1		1970	8	233.7	31
USGS	04116500	00060	1		1970	9	445.7	30
USGS	04116500	00060	1		1970	10	489.2	31
USGS	04116500	00060	1		1970	11	612.1	30
USGS	04116500	00060	1		1970	12	587.7	31
USGS	04116500	00060	1		1971	1	405.8	31
USGS	04116500	00060	1		1971	2	507.3	28
USGS	04116500	00060	1		1971	3	880.3	31
USGS	04116500	00060	1		1971	4	773.9	30
USGS	04116500	00060	1		1971	5	367.0	31
USGS	04116500	00060	1		1971	6	284.2	30
USGS	04116500	00060	1		1971	7	192.2	31
USGS	04116500	00060	1		1971	8	199.3	31
USGS	04116500	00060	1		1971	9	253.9	30
USGS	04116500	00060	1		1971	10	256.2	31
USGS	04116500	00060	1		1971	11	279.4	30
USGS	04116500	00060	1		1971	12	604.6	31
USGS	04116500	00060	1		1972	1	493.8	31
USGS	04116500	00060	1		1972	2	351.3	29
USGS	04116500	00060	1		1972	3	617.7	31
USGS	04116500	00060	1		1972	4	775.1	30
USGS	04116500	00060	1		1972	5	418.2	31
USGS	04116500	00060	1		1972	6	252.8	30
USGS	04116500	00060	1		1972	7	207.4	31
USGS	04116500	00060	1		1972	8	409.4	31
USGS	04116500	00060	1		1972	9	448.5	30
USGS	04116500	00060	1		1972	10	472.0	31
USGS	04116500	00060	1		1972	11	575.2	30
USGS	04116500	00060	1		1972	12	511.8	31
USGS	04116500	00060	1		1973	1	1015	31
USGS	04116500	00060	1		1973	2	501.6	28
USGS	04116500	00060	1		1973	3	1022	31
USGS	04116500	00060	1		1973	4	886.9	30
USGS	04116500	00060	1		1973	5	880.1	31
USGS	04116500	00060	1		1973	6	725.0	30
USGS	04116500	00060	1		1973	7	450.7	31
USGS	04116500	00060	1		1973	8	401.5	31
USGS	04116500	00060	1		1973	9	292.4	30
USGS	04116500	00060	1		1973	10	309.7	31
USGS	04116500	00060	1		1973	11	485.9	30
USGS	04116500	00060	1		1973	12	525.4	31
USGS	04116500	00060	1		1974	1	658.5	31
USGS	04116500	00060	1		1974	2	674.2	28
USGS	04116500	00060	1		1974	3	1085	31
USGS	04116500	00060	1		1974	4	1066	30
USGS	04116500	00060	1		1974	5	969.3	31
USGS	04116500	00060	1		1974	6	629.0	30
USGS	04116500	00060	1		1974	7	362.9	31
USGS	04116500	00060	1		1974	8	363.4	31
USGS	04116500	00060	1		1974	9	299.4	30
